,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type
1315,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$76,999","$13,520 /yr",24-May-2017,"1,997 cc",-,SUV
1316,Hyundai Elantra 1.6A GLS S,"$65,800","$11,970 /yr",23-Aug-2017,"1,591 cc","41,382 km",Sedan
1317,Honda Civic 1.8A VTi-S (COE till 11/2028),"$60,800","$9,790 /yr",19-Nov-2008,"1,799 cc","155,000 km",Sedan
1318,Peugeot 3008 Diesel 1.6A e-HDi ETG,"$51,800","$12,920 /yr",24-Mar-2016,"1,560 cc","88,300 km",SUV
1319,Toyota Camry 2.0A (COE till 05/2024),"$22,900","$13,160 /yr",01-Jun-2009,"1,998 cc","152,212 km",Luxury
1320,Kia Niro Electric Long Range,"$169,800","$18,370 /yr",06-Aug-2021,-,"9,128 km",SUV
1321,Porsche Cayenne 3.6A Tip (COE till 04/2031),"$158,888","$18,350 /yr",13-Oct-2011,"3,598 cc","140,000 km",SUV
1322,BMW M Series M3 Sedan Competition Package,"$442,800","$39,100 /yr",07-Jan-2022,"2,993 cc","10,000 km",Sports
1323,Toyota Harrier Turbo 2.0A M,"$135,800","$17,200 /yr",19-Jul-2019,"1,998 cc","45,000 km",SUV
1324,Nissan Note 1.2A,"$62,800","$11,120 /yr",06-Feb-2018,"1,198 cc","78,000 km",Hatchback
1325,Audi A6 1.8A TFSI Ultra,"$93,800","$18,650 /yr",29-Jul-2016,"1,798 cc","63,000 km",Luxury
1326,Mercedes-Benz E-Class E200d,"$123,800","$21,080 /yr",12-Jul-2017,"1,950 cc","113,000 km",Luxury
1327,Kia Niro Hybrid 1.6A GDi DCT Sunroof,"$70,999","$14,000 /yr",27-Jul-2017,"1,580 cc",-,SUV
1328,Volkswagen Passat 1.8A TFSI,"$111,999","$15,880 /yr",26-Oct-2018,"1,798 cc","37,750 km",Luxury
1329,Honda Odyssey 2.4A EXV-S Sunroof,"$78,800","$18,880 /yr",07-Jan-2016,"2,356 cc","85,000 km",MPV
1330,Audi A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,"$155,800","$17,020 /yr",20-May-2021,"1,498 cc","15,000 km",Luxury
1331,Porsche Panamera 2.9A PDK,"$492,800","$44,070 /yr",21-Dec-2021,"2,894 cc","3,000 km",Sports
1332,Mercedes-Benz AMG GT,"$388,888","$66,640 /yr",10-Oct-2016,"3,982 cc","30,000 km",Sports
1333,BMW 2 Series 216i Gran Tourer,"$97,800","$16,300 /yr",21-Sep-2017,"1,499 cc","81,792 km",MPV
1334,Honda Vezel 1.5A X,"$69,800","$13,360 /yr",25-May-2017,"1,496 cc","98,909 km",SUV
1335,Mercedes-Benz A-Class Saloon A200 Sport,"$167,800","$16,940 /yr",06-Sep-2021,"1,332 cc","10,000 km",Luxury
1336,Kia Sportage 2.0A GT Line,"$75,800","$14,450 /yr",12-Dec-2016,"1,999 cc","80,227 km",SUV
1337,Lexus NX Turbo NX300 Executive,"$208,888","$20,890 /yr",23-Jun-2021,"1,998 cc","15,839 km",SUV
1338,Subaru XV 1.6i-S,"$60,800","$14,260 /yr",20-May-2016,"1,600 cc","87,499 km",SUV
1339,Hyundai Avante 1.6A Elite Sunroof,"$121,333","$12,920 /yr",13-Oct-2021,"1,598 cc","4,784 km",Sedan
1340,Mitsubishi Evolution 10 GSR SST (COE till 08/2028),"$139,800","$23,440 /yr",21-Aug-2008,"1,998 cc","200,000 km",Sports
1341,Audi Q3 1.4A TFSI S-Tronic,"$168,800","$17,430 /yr",24-Jun-2021,"1,395 cc","25,000 km",SUV
1342,Mercedes-Benz C-Class C250 Avantgarde,"$129,999","$22,710 /yr",11-Apr-2017,"1,991 cc","64,000 km",Luxury
1343,Toyota Wish 1.8A X,"$66,800","$13,380 /yr",25-Nov-2016,"1,797 cc","79,889 km",MPV
1344,Mercedes-Benz GLC-Class GLC43 AMG 4MATIC,"$246,800","$29,900 /yr",25-Apr-2019,"2,996 cc","8,900 km",SUV
1345,Hyundai i30 1.6A Sunroof (COE till 09/2029),"$60,500","$8,550 /yr",10-Oct-2009,"1,591 cc","124,151 km",Hatchback
1346,Mercedes-Benz CLA-Class CLA200 Urban,"$97,800","$17,780 /yr",04-May-2017,"1,595 cc",-,Luxury
1347,Audi A5 Cabriolet 2.0A TFSI Quattro S-tronic (COE till 08/2030),"$97,800","$12,340 /yr",06-Aug-2010,"1,984 cc","94,000 km",Sports
1348,Toyota Corolla Altis 1.6A Elegance,"$86,800","$12,340 /yr",17-Oct-2018,"1,598 cc","52,000 km",Sedan
1349,Infiniti Q70 2.5A Premium Sunroof,"$89,800","$15,920 /yr",04-Oct-2016,"2,496 cc",-,Luxury
1350,Volkswagen Polo GP 1.2A TSI Sunroof,"$59,800","$11,050 /yr",29-Sep-2017,"1,197 cc",-,Hatchback
1351,Honda Vezel Hybrid 1.5A X,"$67,800","$15,140 /yr",27-Dec-2016,"1,496 cc","71,000 km",SUV
1352,BMW M Series M3 Sedan Competition Package,"$428,800","$39,560 /yr",09-Mar-2021,"2,993 cc","8,000 km",Sports
1353,Audi A5 Sportback 2.0A TFSI S-tronic Design,"$146,000","$22,810 /yr",01-Feb-2018,"1,984 cc","16,100 km",Luxury
1354,Nissan NV200 1.5M,"$38,800","$9,730 /yr",31-Aug-2016,"1,461 cc","110,368 km",Van
1355,BMW X3 sDrive20i M-Sport Sunroof,"$118,800","$22,950 /yr",22-Nov-2016,"1,997 cc","126,361 km",SUV
1356,Maserati Quattroporte GranLusso 3.0A Sunroof,"$278,000","$36,340 /yr",08-Feb-2018,"2,979 cc","48,000 km",Luxury
1357,BMW M Series M850i Coupe xDrive,"$439,800","$41,770 /yr",30-Sep-2020,"4,395 cc","8,500 km",Sports
1358,SEAT Ibiza 1.0A EcoTSI DSG Style,"$88,888","$10,000 /yr",10-Sep-2020,999 cc,"21,180 km",Hatchback
1359,Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus,"$228,800","$22,480 /yr",24-Aug-2021,"1,332 cc","1,600 km",SUV
1360,Honda Shuttle 1.5A G Honda Sensing,"$101,800","$11,830 /yr",04-Jan-2021,"1,496 cc","10,600 km",Stationwagon
1361,Mercedes-Benz E-Class E350e Plug-in Hybrid AMG Line,"$190,000","$24,860 /yr",06-Jul-2018,"1,991 cc","48,555 km",Luxury
1362,BMW Z4 sDrive28i (COE till 04/2031),"$129,800",N.A,25-Nov-2011,"1,997 cc",-,Sports
1363,Honda Civic 1.5A VTEC Turbo Sunroof,"$78,800","$16,570 /yr",21-Sep-2016,"1,498 cc","92,000 km",Sedan
1364,Toyota Vellfire 2.5A Z G-Edition Moonroof,"$122,800","$31,700 /yr",13-Oct-2015,"2,493 cc","80,000 km",MPV
1365,Alfa Romeo 159 2.2A JTS Selespeed (COE till 06/2030),"$74,998","$9,640 /yr",15-Jun-2010,"2,198 cc","89,557 km",Luxury
1366,Volkswagen Golf 1.4A TSI Comfortline,"$100,800","$14,210 /yr",25-Jan-2019,"1,395 cc","17,000 km",Hatchback
1367,Lexus NX Hybrid NX300h Luxury Sunroof,"$91,888","$24,840 /yr",15-Apr-2015,"2,494 cc","120,000 km",SUV
1368,Honda Fit 1.3A,"$94,800","$10,810 /yr",19-Mar-2021,"1,317 cc","9,815 km",Hatchback
1369,BMW 2 Series 216i Gran Tourer,"$143,800","$15,470 /yr",30-Sep-2020,"1,499 cc","18,000 km",MPV
1370,Honda Vezel Hybrid 1.5A X,"$64,988","$15,350 /yr",30-Sep-2016,"1,496 cc","71,000 km",SUV
1371,Kia Cerato 1.6A EX,"$95,888","$10,940 /yr",07-Oct-2020,"1,591 cc","30,000 km",Sedan
1372,Volkswagen Golf 1.4A TSI,"$15,800","$15,610 /yr",28-Jun-2013,"1,395 cc",-,Hatchback
1373,MINI Cooper Countryman 1.6A (New 5-yr COE),"$59,800","$11,950 /yr",28-Sep-2012,"1,598 cc","138,000 km",Hatchback
1374,Kia Cerato Forte 1.6A SX 5DR (New 5-yr COE),"$51,800","$10,350 /yr",31-Aug-2012,"1,591 cc","79,500 km",Hatchback
1375,BMW 3 Series 318i M-Sport,"$209,888","$19,360 /yr",25-Feb-2022,"1,998 cc","6,050 km",Luxury
1376,Mercedes-Benz A-Class Saloon A200 Sport Premium,"$142,999","$16,860 /yr",22-Jan-2020,"1,332 cc",-,Luxury
1377,Honda Shuttle 1.5A G LED,"$73,800","$12,890 /yr",15-Jan-2018,"1,496 cc","66,838 km",Stationwagon
1378,Mazda 3 1.5A Sunroof,"$53,800","$11,780 /yr",29-Sep-2016,"1,496 cc",-,Sedan
1379,Mitsubishi Outlander 2.0A,"$126,800","$14,750 /yr",13-Jul-2020,"1,998 cc","50,000 km",SUV
1380,Mercedes-Benz SLK-Class SLK200 ML (COE till 03/2029),"$88,888","$13,520 /yr",23-Nov-2004,"1,796 cc",-,Sports
1381,Hyundai i30 Wagon 1.6A Sunroof (COE till 12/2024),"$24,800","$10,660 /yr",02-Jan-2010,"1,591 cc","120,000 km",Stationwagon
1382,Toyota Estima 2.4A Aeras Premium Moonroof,"$60,800","$18,780 /yr",21-Nov-2014,"2,362 cc","140,000 km",MPV
1383,Nissan Qashqai 1.2A DIG-T Premium,"$61,800","$12,720 /yr",30-Dec-2016,"1,197 cc","105,913 km",SUV
1384,Hyundai Ioniq Hybrid 1.6A DCT Sunroof,"$103,777","$14,800 /yr",27-Dec-2018,"1,580 cc","68,833 km",Hatchback
1385,BMW 5 Series 530i Luxury,"$143,800","$23,750 /yr",23-May-2017,"1,998 cc","93,952 km",Luxury
1386,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$133,800","$16,700 /yr",25-Sep-2019,"1,595 cc","35,000 km",SUV
1387,Honda Vezel 1.5A X Honda Sensing,"$85,800","$13,640 /yr",22-Jun-2018,"1,496 cc","10,194 km",SUV
1388,Toyota Vios 1.5A E,"$90,800","$9,990 /yr",18-Jan-2021,"1,496 cc",-,Sedan
1389,Kia Cerato K3 1.6A EX (OPC),"$53,800","$10,750 /yr",29-Dec-2016,"1,591 cc","40,371 km",Sedan
1390,Land Rover Range Rover Evoque 2.0A 5DR,"$120,388","$20,440 /yr",17-Feb-2017,"1,999 cc","76,000 km",SUV
1391,Honda Fit Hybrid 1.5A F,"$82,500","$12,330 /yr",16-Nov-2018,"1,496 cc","29,900 km",Hatchback
1392,Toyota Hiace 3.0M (COE till 08/2022),"$11,800",N.A,17-Sep-2007,"2,982 cc","220,530 km",Van
1393,BMW Z4 sDrive35i (COE till 03/2030),"$124,888","$16,520 /yr",26-Mar-2010,"2,979 cc","146,000 km",Sports
1394,Honda City 1.5A V,"$72,000","$13,760 /yr",27-Jun-2017,"1,497 cc","26,200 km",Sedan
1395,BMW 3 Series 315 (COE till 12/2030),"$78,600","$9,440 /yr",16-Jul-1981,"1,573 cc",-,Luxury
1396,Nissan NV200 1.5M,"$43,800","$8,830 /yr",21-Aug-2017,"1,461 cc","100,000 km",Van
1397,BMW iX3 Electric Inspiring Sunroof,"$278,000","$27,050 /yr",28-Jun-2022,-,90 km,SUV
1398,Mercedes-Benz A-Class A200 Style,"$93,000","$19,830 /yr",24-Oct-2016,"1,595 cc",-,Hatchback
1399,Honda City 1.5A SV,"$63,800","$12,460 /yr",06-Apr-2017,"1,497 cc","79,000 km",Sedan
1400,Porsche Cayman S 3.4A PDK (COE till 03/2030),"$173,888","$23,000 /yr",26-Mar-2010,"3,436 cc","79,000 km",Sports
1401,Hyundai Tucson 2.0A GLS Sunroof,"$82,777","$14,280 /yr",22-Sep-2017,"1,999 cc","114,563 km",SUV
1402,Mazda 2 HB 1.5A Deluxe,"$65,888","$11,500 /yr",09-Feb-2018,"1,496 cc",-,Hatchback
1403,Mercedes-Benz C-Class C180 Avantgarde,"$66,800","$23,080 /yr",18-Dec-2014,"1,595 cc","125,000 km",Luxury
1404,Mazda 5 2.0A Sunroof,"$45,888","$14,190 /yr",25-Jun-2015,"1,998 cc","78,035 km",MPV
1405,BMW 5 Series 528i (New 10-yr COE),"$143,800","$14,370 /yr",19-Sep-2012,"1,997 cc","106,000 km",Luxury
1406,Kia Cerato K3 1.6A,"$64,988","$11,500 /yr",10-Oct-2017,"1,591 cc","113,200 km",Sedan
1407,Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,"$228,999","$21,810 /yr",28-Jan-2022,"1,332 cc","9,000 km",SUV
1408,Mazda 3 Mild Hybrid 1.5A Classic,"$101,988","$12,950 /yr",12-Feb-2020,"1,496 cc","22,500 km",Sedan
1409,Honda Civic 1.8A (COE till 05/2026),"$42,800","$11,560 /yr",18-May-2006,"1,799 cc","133,908 km",Sedan
1410,Volkswagen Golf GT Sport 1.4A TSI (COE till 11/2022),"$4,700",N.A,28-Dec-2007,"1,390 cc",-,Hatchback
1411,Audi A4 1.8A TFSI MU (COE till 11/2024),"$34,800","$15,530 /yr",23-Dec-2009,"1,798 cc","130,000 km",Luxury
1412,BMW X1 sDrive20i M-Sport,"$95,800","$18,860 /yr",27-Sep-2016,"1,998 cc","93,000 km",SUV
1413,Honda Freed 1.5A (COE till 10/2023),"$15,200","$13,400 /yr",24-Oct-2008,"1,496 cc","156,000 km",MPV
1414,Mazda 5 2.0A Sunroof,"$69,800","$13,910 /yr",30-Dec-2016,"1,998 cc","48,430 km",MPV
1415,Toyota Sienta Hybrid 1.5A X,"$87,888","$13,910 /yr",20-Jun-2018,"1,496 cc","39,000 km",MPV
1416,BMW 4 Series 420i Coupe M-Sport,"$249,888","$25,730 /yr",10-Mar-2021,"1,998 cc","15,665 km",Sports
1417,Toyota Harrier Turbo 2.0A Premium,"$130,800","$17,400 /yr",18-Dec-2018,"1,998 cc","42,600 km",SUV
1418,Kia Cerato 1.6A EX,"$91,800","$11,160 /yr",26-Mar-2020,"1,591 cc","21,681 km",Sedan
1419,Mercedes-Benz C-Class C180 CGI (New 10-yr COE),"$106,800","$10,670 /yr",23-Aug-2012,"1,595 cc","121,200 km",Luxury
1420,Toyota Vios 1.5A E (COE till 08/2024),"$21,800","$10,940 /yr",05-Feb-2010,"1,497 cc","169,000 km",Sedan
1421,Mercedes-Benz S-Class S400L Hybrid,"$133,800","$28,590 /yr",21-Oct-2014,"3,498 cc","108,580 km",Luxury
1422,Toyota Sienta 1.5A G,"$68,800","$14,810 /yr",17-Nov-2016,"1,496 cc","45,081 km",MPV
1423,BMW 5 Series 523i (COE till 12/2030),"$96,800","$11,710 /yr",09-Dec-2010,"2,497 cc","147,000 km",Luxury
1424,Volkswagen Passat 1.8A TFSI Highline Sunroof,"$68,988","$16,500 /yr",30-Nov-2015,"1,798 cc","126,500 km",Luxury
1425,Nissan NV350 2.5M,"$38,800","$10,580 /yr",06-May-2016,"2,488 cc","86,500 km",Van
1426,Lexus ES250 Executive Sunroof,"$129,800","$19,150 /yr",03-May-2018,"2,494 cc","79,000 km",Luxury
1427,Honda Shuttle 1.5A G LED,"$52,800","$13,590 /yr",07-Apr-2016,"1,496 cc","85,000 km",Stationwagon
1428,Audi A6 1.8A TFSI Ultra S-tronic,"$87,800","$18,510 /yr",12-Apr-2016,"1,798 cc","107,000 km",Luxury
1429,Honda Stream 1.8A RSZ Sunroof (COE till 03/2030),"$72,888","$9,700 /yr",10-Mar-2010,"1,799 cc","150,000 km",MPV
1430,Mercedes-Benz GLA-Class GLA180,"$88,800","$19,740 /yr",30-Jun-2016,"1,595 cc",-,SUV
1431,BMW 5 Series 520d Luxury,"$137,800","$23,160 /yr",28-Jul-2017,"1,995 cc","69,000 km",Luxury
1432,Honda City 1.5A RS i-VTEC LX,"$116,800","$11,800 /yr",06-Oct-2021,"1,498 cc","2,000 km",Sedan
1433,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$111,800","$18,740 /yr",23-Jun-2016,"1,999 cc","115,041 km",SUV
1434,Toyota Rush 1.5A X (COE till 09/2029),"$68,800","$9,720 /yr",02-Oct-2009,"1,495 cc","131,498 km",SUV
1435,Honda Shuttle 1.5A G LED Honda Sensing,"$96,800","$11,260 /yr",10-Sep-2020,"1,496 cc","19,150 km",Stationwagon
1436,Porsche 911 C4S Coupe Tip (COE till 09/2024),"$165,000","$79,560 /yr",20-Oct-2004,"3,596 cc","83,000 km",Sports
1437,Mercedes-Benz C-Class C160 Avantgarde,"$166,800","$17,760 /yr",11-Dec-2020,"1,497 cc","33,000 km",Luxury
1438,Toyota Rav4 2.0A Premium,"$152,800","$16,200 /yr",20-Jan-2021,"1,987 cc","22,388 km",SUV
1439,Audi Q3 2.0A TFSI Quattro,"$58,800","$19,650 /yr",11-Sep-2014,"1,984 cc","69,800 km",SUV
1440,Mercedes-Benz S-Class S320L,"$180,800","$26,270 /yr",04-Jan-2017,"2,996 cc","110,000 km",Luxury
1441,Mercedes-Benz E-Class E250 Exclusive,"$151,800","$22,130 /yr",27-Sep-2017,"1,991 cc","90,000 km",Luxury
1442,Toyota Corolla Altis 1.6A Elegance (COE till 09/2030),"$66,888","$8,280 /yr",06-Dec-2010,"1,598 cc","110,000 km",Sedan
1443,BMW 7 Series 730Li (COE till 06/2026),"$52,800","$13,820 /yr",30-Sep-2006,"2,996 cc","168,038 km",Luxury
1444,Mitsubishi Fuso Super Great FV51S Tipper,"$118,800",N.A,28-Dec-2016,"11,967 cc",-,Truck
1445,BMW 5 Series 520i Mild Hybrid Luxury,"$249,800","$23,290 /yr",25-Nov-2021,"1,998 cc","2,000 km",Luxury
1446,Renault Megane Sedan 1.2A Privilege TCe,"$79,955","$12,270 /yr",17-May-2018,"1,197 cc","48,000 km",Sedan
1447,Mazda 6 2.0A,"$126,800","$13,640 /yr",31-Mar-2021,"1,998 cc","8,628 km",Luxury
1448,BMW 2 Series 216i Gran Tourer,"$127,800","$17,930 /yr",21-Sep-2018,"1,499 cc","69,000 km",MPV
1449,Toyota Corolla Altis 1.6A Elegance,"$62,800","$14,130 /yr",31-May-2016,"1,598 cc","77,879 km",Sedan
1450,Hyundai Santa Fe 2.4A GLS Sunroof,"$76,777","$16,140 /yr",08-Jun-2016,"2,359 cc","98,700 km",SUV
1451,Honda Freed Hybrid 1.5A G Honda Sensing,"$103,000","$13,960 /yr",21-Jun-2019,"1,496 cc","23,369 km",MPV
1452,Honda City 1.5A V,"$66,800","$12,030 /yr",03-Oct-2017,"1,497 cc","70,000 km",Sedan
1453,Porsche Panamera 3.0A PDK,"$388,800","$46,530 /yr",27-Feb-2019,"2,995 cc","37,000 km",Sports
1454,Hyundai Elantra 1.6A GLS,"$59,800","$11,990 /yr",28-Feb-2017,"1,591 cc","98,000 km",Sedan
1455,BMW X4 xDrive20i Sunroof,"$99,500","$24,090 /yr",31-Aug-2015,"1,997 cc","112,000 km",SUV
1456,SEAT Arona 1.0A EcoTSI Style,"$90,800","$10,970 /yr",23-Jul-2020,999 cc,"30,000 km",SUV
1457,Hyundai Accent 1.4A,"$76,800","$10,320 /yr",03-Sep-2019,"1,368 cc","47,000 km",Sedan
1458,Mercedes-Benz E-Class E250 Coupe,"$86,800","$24,390 /yr",15-Jan-2015,"1,991 cc","129,000 km",Sports
1459,Mazda CX-3 2.0A Deluxe Sunroof,"$75,800","$13,200 /yr",27-Jun-2017,"1,998 cc","52,932 km",SUV
1460,Volkswagen Passat 1.8A TFSI,"$118,800","$14,880 /yr",30-Jul-2019,"1,798 cc","30,000 km",Luxury
1461,Suzuki APV 1.6A (COE till 04/2030),"$72,800","$9,510 /yr",29-Apr-2010,"1,590 cc","106,900 km",MPV
1462,Toyota Camry 2.0A,"$103,800","$14,710 /yr",15-Aug-2018,"1,998 cc",-,Luxury
1463,Mazda CX-5 2.0A,"$38,800","$16,730 /yr",17-Jun-2014,"1,998 cc","105,243 km",SUV
1464,Mazda 3 1.5A Deluxe Sunroof,"$61,800","$12,970 /yr",28-Nov-2016,"1,496 cc","73,307 km",Sedan
1465,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,"$36,800","$15,820 /yr",20-May-2014,"1,395 cc",-,Luxury
1466,MINI One 1.6A (COE till 12/2025),"$38,800","$11,740 /yr",24-Dec-2010,"1,598 cc","144,825 km",Hatchback
1467,Nissan Note 1.2A,"$94,500","$10,340 /yr",29-Jul-2021,"1,198 cc",-,Hatchback
1468,Toyota Vios 1.5A E,"$79,888","$11,590 /yr",21-Dec-2018,"1,496 cc","39,989 km",Sedan
1469,Honda Grace 1.5A LX,"$103,800","$10,790 /yr",11-May-2021,"1,496 cc",-,Sedan
1470,Nissan Latio 1.5A Premium (COE till 12/2024),"$21,800","$9,390 /yr",30-Dec-2009,"1,498 cc","138,788 km",Sedan
1471,Mercedes-Benz CLA-Class CLA180,"$71,800","$19,560 /yr",04-Sep-2015,"1,595 cc","112,000 km",Luxury
1472,Kia Cerato Forte 1.6A EX (COE till 08/2024),"$21,888","$10,990 /yr",27-Oct-2009,"1,591 cc",-,Sedan
1473,Volkswagen Touran 1.4A TSI,"$66,888","$15,460 /yr",31-Mar-2016,"1,390 cc","83,000 km",MPV
1474,Volkswagen Golf 1.4A TSI (COE till 11/2029),"$77,800","$10,740 /yr",08-Feb-2010,"1,390 cc",-,Hatchback
1475,Audi TT Coupe 2.0A TFSI S-tronic (COE till 06/2028),"$82,800","$14,240 /yr",27-Jun-2008,"1,984 cc",-,Sports
1476,Toyota 86 2.0M (New 10-yr COE),"$161,800","$16,170 /yr",14-Jun-2013,"1,998 cc","109,500 km",Sports
1477,Aston Martin DBX 4.0A,"$688,000","$64,560 /yr",31-Dec-2020,"3,982 cc","8,000 km",Sports
1478,Nissan NV200 1.6A DX,"$45,800","$9,410 /yr",17-Jul-2017,"1,597 cc",-,Van
1479,Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC,"$261,800","$22,980 /yr",29-Jun-2022,"1,991 cc",88 km,SUV
1480,BMW 1 Series 116i Sportline,"$140,800","$13,990 /yr",24-Jun-2021,"1,499 cc","14,000 km",Hatchback
1481,Mercedes-Benz GLB-Class GLB200 Sport 7-Seater,"$204,800","$19,770 /yr",26-Jan-2022,"1,332 cc","9,800 km",SUV
1482,Mercedes-Benz E-Class E250,"$66,800","$29,250 /yr",22-Jan-2014,"1,991 cc",-,Luxury
1483,BMW M Series M3 Sedan Competition Package,"$504,988","$42,520 /yr",29-Jun-2022,"2,993 cc",80 km,Sports
1484,BMW M Series X3 M40i,"$259,800","$26,300 /yr",21-Aug-2020,"2,998 cc","34,000 km",SUV
1485,Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 03/2025),"$30,888","$12,010 /yr",28-Feb-2011,"1,591 cc","96,538 km",Sports
1486,Audi R8 Spyder 4.2A FSI Quattro R-tronic (COE till 05/2031),"$260,800","$29,840 /yr",31-May-2011,"4,163 cc","87,000 km",Sports
1487,Hyundai Elantra 1.6A GLS S,"$73,800","$11,480 /yr",23-Jul-2018,"1,591 cc","87,888 km",Sedan
1488,Audi A3 Sportback 1.4A TFSI CoD S-tronic,"$151,888","$17,360 /yr",18-Sep-2020,"1,395 cc","12,000 km",Hatchback
1489,Mercedes-Benz GLC-Class GLC43 AMG 4MATIC,"$299,800","$30,910 /yr",08-Oct-2020,"2,996 cc","29,500 km",SUV
1490,Maserati Levante 3.0A GranSport,"$438,800","$42,140 /yr",18-Sep-2021,"2,979 cc","14,000 km",SUV
1491,Mercedes-Benz E-Class E220d Sunroof,"$132,800","$23,140 /yr",31-Mar-2017,"1,950 cc","121,000 km",Luxury
1492,Porsche 911 Carrera S Coupe 3.0A PDK,"$648,800","$60,270 /yr",25-Aug-2021,"2,981 cc","8,930 km",Sports
1493,MINI One 1.5A,"$126,800","$14,370 /yr",19-Jan-2021,"1,499 cc","8,022 km",Hatchback
1494,Toyota Camry 2.0A,"$37,800","$24,820 /yr",28-Aug-2013,"1,998 cc","49,525 km",Luxury
1495,Citroen e-Berlingo Electric,"$114,000","$11,610 /yr",27-Jun-2022,-,-,Van
1496,MINI Cooper S 2.0A,"$66,800","$21,890 /yr",17-Apr-2015,"1,998 cc","99,000 km",Sports
1497,Honda Jazz 1.3A,"$78,800","$11,450 /yr",22-Apr-2019,"1,318 cc","58,937 km",Hatchback
1498,Volkswagen Caddy 2.0M (New 5-yr COE),"$34,888","$6,970 /yr",24-Jul-2008,"1,968 cc",-,Van
1499,Volkswagen Golf GTI 5DR Sunroof (COE till 01/2029),"$74,888","$11,680 /yr",12-Feb-2009,"1,984 cc","245,605 km",Sports
1500,Hyundai Avante 1.6A GLS S,"$102,888","$11,950 /yr",25-Aug-2020,"1,591 cc","21,000 km",Sedan
1501,Mercedes-Benz GLC-Class GLC43 Coupe AMG 4MATIC,"$336,800","$34,820 /yr",30-Nov-2020,"2,996 cc","36,840 km",SUV
1502,Toyota Noah 2.0A X,"$191,988","$17,960 /yr",24-Jun-2022,"1,986 cc",652 km,MPV
1503,Mercedes-Benz EQV 300 Electric Sport Premium Plus,"$603,988","$57,760 /yr",27-Jun-2022,-,652 km,MPV
1504,Honda Vezel Hybrid 1.5A  e:HEV X Honda Sensing,"$170,988","$16,630 /yr",28-Jun-2022,"1,496 cc",88 km,SUV
1505,Toyota Harrier Hybrid 2.5A G,"$205,988","$19,210 /yr",28-Jun-2022,"2,487 cc",88 km,SUV
1506,Audi Q5 2.0A TFSI Quattro,"$88,000","$19,770 /yr",19-Sep-2015,"1,984 cc","181,500 km",Sedan
1507,Toyota C-HR Hybrid 1.8A G,"$90,888","$14,420 /yr",07-Jun-2018,"1,797 cc","70,000 km",SUV
1508,Honda Jazz 1.3A GLI (COE till 08/2025),"$33,800","$11,300 /yr",11-Oct-2010,"1,339 cc","150,000 km",Hatchback
1509,Mercedes-Benz SLK-Class SLK200,"$69,800","$52,980 /yr",30-May-2013,"1,796 cc","77,000 km",Sports
1510,Nissan NV350 Caravan 2.0A DX,"$65,500","$6,890 /yr",04-Mar-2022,"1,998 cc","8,223 km",Van
1511,Toyota ISIS 1.8A LX (COE till 08/2028),"$65,800","$11,070 /yr",14-Aug-2008,"1,794 cc",-,MPV
1512,Hyundai Avante 1.6A GLS S,"$84,888","$11,690 /yr",25-Apr-2019,"1,591 cc","92,000 km",Sedan
1513,Polestar 2 Electric Standard Range Single Motor,"$212,000","$21,960 /yr",15-Mar-2022,-,"9,100 km",Luxury
1514,Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,"$279,800","$27,760 /yr",28-Sep-2021,"1,991 cc","6,592 km",SUV
1515,Porsche Panamera 3.6A PDK (New 10-yr COE),"$230,000","$22,980 /yr",14-Aug-2012,"3,605 cc","67,000 km",Sports
1516,Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,"$505,800","$47,160 /yr",06-Aug-2021,"2,999 cc","8,000 km",Luxury
1517,Mazda 3 Mild Hybrid 1.5A Elegance,"$105,800","$13,470 /yr",09-Dec-2019,"1,496 cc","55,000 km",Sedan
1518,BMW 2 Series 220i Coupe M-Sport Sunroof,"$73,000","$27,850 /yr",28-Aug-2014,"1,997 cc","121,000 km",Sports
1519,Volkswagen Golf 1.4A TSI R-Line Sunroof,"$73,800","$18,390 /yr",23-Mar-2016,"1,395 cc","51,000 km",Hatchback
1520,Volvo V60 Diesel D2,"$55,000","$16,140 /yr",25-Jun-2015,"1,560 cc","130,000 km",Stationwagon
1521,Audi e-tron Electric 50 Quattro Advanced,"$289,999","$30,240 /yr",01-Apr-2021,-,"17,500 km",SUV
1522,Volkswagen Passat 1.8A TFSI,"$102,500","$15,000 /yr",18-Jul-2018,"1,798 cc","102,500 km",Luxury
1523,MINI Cooper 1.6A (COE till 04/2032),"$89,800","$9,300 /yr",14-Jun-2012,"1,598 cc",-,Hatchback
1524,Mercedes-Benz A-Class A45 AMG 4MATIC,"$100,000","$54,350 /yr",03-Jan-2014,"1,991 cc",-,Sports
